タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2026/07/31,窓口,1.日本,15時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,ご案内しました（南）
2026/07/31,窓口,1.日本,15時台,観光,個人,女性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/07/31,窓口,1.日本,16時台,観光,2〜5人,男女,40代から50代,周辺店舗、飲食店,,,,その他,,,,,,,お刺身、お寿司を食べれるところ。オープンの17時前なので、みよっさ案内し、つかさ、竹屋、おととや、つばきご案内しました。林
2026/08/01,電話,1.日本,08時台,観光,個人,男性,40代から50代,物産,,,,,,,お菓子,,,,娘娘饅頭のお問い合わせ
2026/08/01,窓口,1.日本,09時台,観光,2〜5人,女性,40代から50代,交通,,バス,イオンモール,,,,,,,,
2026/08/01,窓口,1.日本,12時台,観光,個人,女性,60代以上,Komatsu九館内,Komatsu九内の飲食店,,,,,,,,,,
2026/08/01,窓口,1.日本,13時台,観光,個人,男性,20代から30代,交通,,バス,小松空港,,,,,,,,
2026/08/01,窓口,2.アジア,10時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,その他,荷物預かりについて
2026/08/01,窓口,1.日本,16時台,市民利用,個人,女性,40代から50代,周辺店舗、飲食店,,,,その他,,,,,,,ポストの場所
2026/08/01,窓口,1.日本,16時台,市民利用,個人,女性,40代から50代,Komatsu九館内,コワーキングエリア,,,,,,,,,,
2026/08/01,窓口,1.日本,13時台,観光,個人,男性,20代から30代,物産,,,,,,,その他,,,,御周印帳について。ギャラリースペースをご案内（田中）
2026/08/01,窓口,1.日本,12時台,観光,個人,女性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,
2026/08/01,窓口,1.日本,11時台,観光,2〜5人,女性,20代から30代,物産,,,,,,,ポムポムプリン,,,,ポムポムプリンのぬいぐるみ。空駅にも確認したが売り切れでした（田中）
2026/08/01,窓口,2.アジア,12時台,観光,個人,男性,20代から30代,交通,,バス,小松空港,,,,,,,,
2026/08/01,窓口,1.日本,15時台,市民利用,個人,男性,60代以上,物産,,,,,,,その他,,,,お中元に何か贈りたいとの事。うどんをギフトボックスに入れて配送なりました（田中）
2026/08/01,窓口,1.日本,16時台,市民利用,個人,女性,40代から50代,その他,,,,,,,,,,公衆電話,
2026/08/02,窓口,1.日本,08時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,その他,ネットで見て宝達志水町にある伝説の森について。小松の案内所なのでわからない。伝えました。林
2026/08/02,窓口,1.日本,09時台,観光,2〜5人,女性,60代以上,交通,,タクシー,その他,,,,,,,,ご予約のタクシー乗り場をご案内しました（南）
2026/08/02,窓口,1.日本,12時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,場所のご案内しました（南）
2026/08/02,窓口,1.日本,15時台,市民利用,個人,男性,60代以上,その他,,,,,,,,,,その他,"駅構内で転んで顔面血だらけ　応急処置とナイン事務所に連絡
松任に行きたいので電車時間を案内しIRの改札まで一緒に行きました（林）"
2026/08/02,窓口,1.日本,13時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/02,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/02,窓口,1.日本,18時台,観光,個人,女性,40代から50代,Komatsu九館内,休憩所,,,,,,,,,,
2026/08/02,窓口,1.日本,18時台,観光,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2026/08/03,窓口,中国,09時台,観光,個人,男性,40代から50代,交通,,タクシー,その他,,,,,,,,中国からのお客様。小松バスの白山登山バスを予約していて、乗り場をお探し。予約タクシー乗り場をご案内した。
2026/08/03,窓口,1.日本,10時台,観光,個人,男性,40代から50代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅の関までのアクセスの問い合わせ。安宅線をご案内した。
2026/08/03,窓口,1.日本,11時台,ビジネス,2〜5人,男性,40代から50代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,かっちゃんをお探し。ご案内した。
2026/08/03,窓口,1.日本,11時台,観光,個人,男性,60代以上,観光案内,,,,,鳥越城址,個別のパンフレット,,,,,鳥越のパンフレットをお探し。ご案内した。
2026/08/03,窓口,1.日本,13時台,市民利用,個人,女性,40代から50代,イベント,,,,,,,,,その他,,11月のポムポムプリンライブのチラシをお探し。広報に確認しまだ製作中とお伝え。
2026/08/03,窓口,1.日本,10時台,観光,個人,男性,20代から30代,交通,,鉄道,その他,,,,,,,,福井へのバスをお探し。バスではなく電車をご案内しました。林
2026/08/03,窓口,1.日本,14時台,観光,2〜5人,男女,40代から50代,交通,,バス,小松空港,,,,,,,,小松空港行きのバス時刻と乗り場ご案内しました。林
2026/08/03,窓口,1.日本,15時台,観光,2〜5人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,飛行場までのバスの時刻、乗り場、支払い方法をご案内。林
2026/08/03,窓口,1.日本,16時台,観光,2〜5人,男性,40代から50代,宿泊,,,,,,,,その他,,,老松　グリーンホテル　ハイパーホテルを案内しハイパーホテルに決定しました
2026/08/04,窓口,2.アジア,08時台,観光,個人,男性,20代から30代,交通,,シェアサイクル,その他,,,,,,,,シェアサイクルの一日パスを購入したいとのこと。昨日からのシステム不備により販売停止中。
2026/08/04,窓口,1.日本,10時台,観光,個人,女性,20代から30代,交通,,バス,イオンモール,,,,,,,,木場潟線をご案内した。
2026/08/04,窓口,1.日本,11時台,観光,個人,女性,20代から30代,周辺店舗、飲食店,,,,ランチ,,,,,,,ハントンライスを出している店をお探し。ラーゴをご案内した。
2026/08/04,窓口,1.日本,12時台,観光,個人,女性,60代以上,周辺店舗、飲食店,,,,その他,,,,,,,日帰り温泉に行きたいとのこと。さくら湯が定休のため、粟津温泉やインター近くのホテルをご案内した。
2026/08/04,窓口,1.日本,12時台,ビジネス,2〜5人,男性,20代から30代,周辺店舗、飲食店,,,,寿司,,,,,,,美味しい魚が食べたいとのこと。寿司食いねやもりもり寿司をご案内した。
2026/08/04,窓口,1.日本,13時台,観光,個人,男性,20代から30代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/04,窓口,1.日本,13時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/04,窓口,2.アジア,14時台,観光,2〜5人,女性,20代から30代,その他,,,,,,,,,,その他,レンタサイクルを利用したい。今中止中の旨お伝えしました。林
2026/08/04,窓口,3.欧米,16時台,観光,2〜5人,男女,学生,その他,,,,,,,,,,スタンプ,新幹線前にあるスタンプの場所を案内しました。林
2026/08/04,窓口,2.アジア,17時台,観光,個人,女性,20代から30代,その他,,,,,,,,,,その他,切手があるか問い合わせに対し郵便局の場所とセブンイレブンをご案内しました。林
2026/08/05,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,個数の多いお菓子のお問い合わせ。
2026/08/05,窓口,1.日本,08時台,観光,個人,女性,40代から50代,観光案内,,,,,その他,お渡しなし,,,,,東尋坊までのルート。芦原温泉で下車、バスで40分ほどとお伝えしました。（田中）
2026/08/05,窓口,1.日本,12時台,観光,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,金沢に行くバスのお問い合わせ　電車を案内しました
2026/08/05,窓口,1.日本,12時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/06,窓口,1.日本,09時台,観光,2〜5人,女性,60代以上,周辺店舗、飲食店,,,,ランチ,,,,,,,安宅の関を観光するのに周辺で他に見るところはあるか。安宅住吉神社や安宅テラスをご案内した。またバス乗り場をご案内した。
2026/08/06,窓口,1.日本,10時台,観光,2〜5人,女性,40代から50代,周辺店舗、飲食店,,,,カフェ,,,,,,,駅ナカ以外でカフェをお探し。KMQをご案内した。
2026/08/06,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/06,窓口,1.日本,11時台,市民利用,個人,男性,60代以上,宿泊,,,,,,,,その他,,,ドーミーインの料金を知りたい。ご案内した。
2026/08/06,窓口,1.日本,10時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/06,窓口,1.日本,11時台,観光,2〜5人,女性,60代以上,観光案内,,,,,小松駅周辺で2～3時間観光したい,見て歩きマップ,,,,,みよっさや錦窯をご案内した。
2026/08/06,窓口,1.日本,13時台,ビジネス,個人,女性,20代から30代,その他,,,,,,,,,,その他,1番近い北國銀行の場所　お問い合わせ
2026/08/06,電話,1.日本,13時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,その他,安宅町　甲の場所のお問い合わせ
2026/08/06,窓口,1.日本,14時台,ビジネス,2〜5人,男性,40代から50代,その他,,,,,,,,,,その他,土産店営業時間のお問い合わせ
2026/08/06,電話,1.日本,18時台,観光,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2026/08/07,窓口,1.日本,08時台,市民利用,2〜5人,女性,学生,交通,,バス,その他,,,,,,,,山代中学の学生さんで、オープンスクールで小松商業に行きたいとのこと。バスをご案内したが間に合わないとのこと。保護者の方に連絡をとった様子。
2026/08/07,窓口,1.日本,09時台,観光,個人,男性,20代から30代,観光案内,,,,,おすすめの観光地を知りたい,"じゃらん, 個別のパンフレット",,,,,一日小松市周辺を観光したいとのこと。那谷寺やゆのくに、足を伸ばして山代温泉を観光されるとのこと。
2026/08/07,窓口,1.日本,09時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,その他,,,,,,,書店をお探し。近くに無いとお伝えした。
2026/08/07,電話,1.日本,13時台,観光,個人,男性,40代から50代,周辺店舗、飲食店,,,,ランチ,,,,,,,鳥取県から高校野球生徒など29名で小松に来る予定。松井秀喜ミュージアムによった後にランチできる所のお問い合わせ。複数メニューがあるところがいいとのことでラーゴビアンコ小松駅前をご案内。また小松インターからすぐの食事出来るインターのお問い合わせ。尼御前をご案内しました（田中）
2026/08/07,窓口,1.日本,16時台,観光,個人,男性,20代から30代,交通,,バス,その他,,,,,,,,東京行きの夜行バス。あまりないので、金沢の方へ行かれたらバスの数があると思いますとお伝えしました。林
2026/08/08,窓口,1.日本,08時台,観光,2〜5人,男性,60代以上,交通,,その他,その他,,,,,,,,バスツアーの集合場所をお探し。観光案内所前とのことだったので、入り口の外でお待ちいただいた。
2026/08/08,窓口,1.日本,09時台,観光,個人,男性,40代から50代,Komatsu九館内,ギャラリーエリア,,,,,,,,,,御周印をお探し。ギャラリーをご案内した。
2026/08/08,窓口,1.日本,09時台,観光,個人,男性,40代から50代,観光案内,,,,,鳥越城址,個別のパンフレット,,,,,鳥越のパンフレットをお探し。お渡しした。
2026/08/08,窓口,2.アジア,10時台,観光,個人,男性,20代から30代,交通,,バス,那谷寺,,,,,,,,那谷寺行きのバスをお探し。粟津線をご案内した。
2026/08/08,窓口,1.日本,11時台,観光,個人,女性,60代以上,交通,,タクシー,その他,,,,,,,,タクシー乗り場をご案内した。
2026/08/08,窓口,2.アジア,10時台,観光,個人,男性,20代から30代,交通,,バス,那谷寺,,,,,,,,那谷寺行きのバス停をお探し。ご案内した。
2026/08/08,窓口,1.日本,09時台,市民利用,個人,男性,20代から30代,交通,,シェアサイクル,その他,,,,,,,,1日パスを購入希望。システム不備のため、休止中とお伝え。
2026/08/08,窓口,1.日本,11時台,観光,個人,女性,40代から50代,Komatsu九館内,Komatsu九内の飲食店,,,,,,,,,,アイスクリームを食べれる所。カブーレをご案内した。
2026/08/08,窓口,1.日本,12時台,観光,家族連れ,女性,20代から30代,周辺店舗、飲食店,,,,ランチ,,,,,,,子供連れでランチをお探し。ラーゴビアンコやカブーレをご案内した。
2026/08/08,窓口,1.日本,12時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/08,窓口,1.日本,12時台,観光,家族連れ,男女,60代以上,観光案内,,,,,小松駅周辺（みよっさ、錦窯など）,個別のパンフレット,,,,,駅周辺で観光したいとのこと。みよっさや錦窯、サイエンスヒルズをご案内した。
2026/08/08,窓口,1.日本,13時台,観光,6〜9人,男性,40代から50代,Komatsu九館内,Komatsu九内の飲食店,,,,,,,,,,ランチできる所をお探し。カブーレ等ご案内した。
2026/08/08,窓口,1.日本,13時台,観光,個人,女性,60代以上,その他,,,,,,,,,,スタンプ,駅のスタンプをお探し。改札をご案内した。
2026/08/08,窓口,1.日本,17時台,ビジネス,個人,男性,40代から50代,その他,,,,,,,,,,その他,温泉のORTについて聞かれた。詳しくないのでわからないとお伝えしました。林
2026/08/09,窓口,1.日本,11時台,観光,個人,女性,20代から30代,その他,,,,,,,,,,授乳室,カブッキーランドをお勧めしました
2026/08/09,窓口,1.日本,11時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,
2026/08/09,窓口,1.日本,12時台,観光,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,おすすめのお土産。米粉バーム、マドンナ、美人伝説、棒茶、小松麦茶、うどんなどご紹介（田中）
2026/08/09,窓口,1.日本,12時台,市民利用,個人,女性,40代から50代,物産,,,,,,,食品,,,,鯖ラーのリピーターの方。お土産に配っている、とても美味しいと絶賛していました（田中）
2026/08/09,窓口,3.欧米,12時台,市民利用,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/09,窓口,1.日本,13時台,ビジネス,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2026/08/09,窓口,1.日本,13時台,観光,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,石川動物園までのルート案内をご案内しました（南）
2026/08/09,電話,1.日本,15時台,観光,個人,男性,60代以上,宿泊,,,,,,,,その他,,,小松駅周辺の旅館のお問い合わせ。松屋と老松をご案内しました（田中）
2026/08/09,電話,1.日本,15時台,観光,個人,男性,60代以上,宿泊,,,,,,,,ホテルグランビナリオ,,,小松駅前のホテルをひと通りご案内（田中）
2026/08/10,窓口,1.日本,08時台,観光,個人,男性,20代から30代,交通,,シェアサイクル,その他,,,,,,,,一日パスをご希望。システム不備をお伝え。
2026/08/10,窓口,2.アジア,10時台,観光,2〜5人,男女,20代から30代,交通,,シェアサイクル,その他,,,,,,,,シェアサイクルを借りたいとのこと。サービス休止中とお伝え。
2026/08/10,窓口,1.日本,11時台,観光,個人,女性,20代から30代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅までのバスをお探し。ご案内しました。
2026/08/10,窓口,1.日本,11時台,観光,個人,男性,40代から50代,交通,,シェアサイクル,その他,,,,,,,,シェアサイクルのご利用希望。休止中とお伝え。
2026/08/10,窓口,1.日本,12時台,観光,家族連れ,男女,60代以上,交通,,バス,鳥越城址,,,,,,,,鳥越行きのバスをお探し。ご案内しました。
2026/08/10,電話,1.日本,13時台,市民利用,個人,女性,60代以上,物産,,,,,,,お菓子,,,,浜のプリンさんのプレーンをお探し。店頭はコーヒーのみで入荷予定もわからないとお伝えした。
2026/08/11,窓口,1.日本,08時台,市民利用,個人,男性,60代以上,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅行きのバスをお探し。ご案内しました。
2026/08/11,窓口,1.日本,09時台,観光,個人,男性,60代以上,Komatsu九館内,ギャラリーエリア,,,,,,,,,,御周印をお探し．ギャラリーをご案内した。
2026/08/11,窓口,1.日本,12時台,観光,2〜5人,男性,20代から30代,周辺店舗、飲食店,,,,ランチ,,,,,,,ご当地のご飯が食べたいとのこと。かっちゃんやつるっとを案内した。
2026/08/11,窓口,1.日本,13時台,観光,家族連れ,男女,40代から50代,交通,,バス,小松空港,,,,,,,,空港行きのバスをお探し。ご案内した。
2026/08/11,窓口,1.日本,13時台,観光,個人,女性,40代から50代,観光案内,,,,,その他,お渡しなし,,,,,サイエンスヒルズの開館状況。本日は開館とご案内した。
2026/08/12,窓口,1.日本,09時台,観光,家族連れ,女性,40代から50代,交通,,バス,その他,,,,,,,,石川動物園までのバスをお探し。ご案内した。
2026/08/12,窓口,1.日本,11時台,観光,個人,女性,40代から50代,交通,,シェアサイクル,その他,,,,,,,,シェアサイクルのレンタルをご希望。サービス休止中とお伝えした。
2026/08/12,窓口,1.日本,11時台,観光,個人,男性,20代から30代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,過去のラブライブのグッズをお探し。カブーレをご案内した。
2026/08/12,窓口,1.日本,11時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/12,窓口,1.日本,11時台,観光,2〜5人,男女,20代から30代,Komatsu九館内,Komatsu九内の飲食店,,,,,,,,,,ツネオをお探し。ご案内した。
2026/08/12,窓口,1.日本,12時台,ビジネス,個人,男性,40代から50代,Komatsu九館内,休憩所,,,,,,,,,,休憩所をお探し。820をご案内した。
2026/08/12,窓口,1.日本,12時台,市民利用,個人,女性,40代から50代,交通,,バス,イオンモール,,,,,,,,イオン行きのバスをお探し。ご案内した。
2026/08/12,窓口,3.欧米,13時台,観光,個人,男性,20代から30代,交通,,シェアサイクル,その他,,,,,,,,サービス休止中とお伝えした。
2026/08/12,窓口,1.日本,14時台,市民利用,個人,女性,学生,Komatsu九館内,ギャラリーエリア,,,,,,,,,,
2026/08/12,窓口,1.日本,13時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/12,窓口,1.日本,12時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,
2026/08/13,電話,1.日本,13時台,観光,個人,女性,40代から50代,交通,,レンタカー,小松空港,,,,,,,,小松空港から14人乗りの車を借りたい。レンタカー会社への問い合わせをお伝えしました。林
2026/08/13,電話,1.日本,15時台,市民利用,個人,男性,40代から50代,交通,,タクシー,その他,,,,,,,,タクシー会社の電話番号（田中）
2026/08/13,窓口,1.日本,15時台,市民利用,個人,男女,学生,物産,,,,,,,お菓子,,,,おすすめのお菓子（田中）
2026/08/13,窓口,1.日本,12時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/13,窓口,1.日本,12時台,ビジネス,2〜5人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/13,窓口,1.日本,16時台,観光,個人,女性,40代から50代,観光案内,,,,,小松駅周辺（みよっさ、錦窯など）,"じゃらん, 見て歩きマップ",,,,,
2026/08/13,窓口,1.日本,12時台,観光,2〜5人,男女,60代以上,周辺店舗、飲食店,,,,ランチ,,,,,,,ランチに海鮮が食べられるお店。竹屋をご案内しました（田中）
2026/08/13,窓口,1.日本,16時台,市民利用,個人,男性,40代から50代,その他,,,,,,,,,,その他,チャージスポット
2026/08/14,窓口,1.日本,09時台,観光,家族連れ,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/14,窓口,1.日本,09時台,市民利用,個人,女性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,月よみ山路
2026/08/14,窓口,1.日本,10時台,市民利用,個人,男性,60代以上,物産,,,,,,,食品,,,,KOMATSU KUTANI ROASTを新聞で見た。とご来店。購入いただいた。
2026/08/14,窓口,1.日本,13時台,観光,個人,女性,20代から30代,交通,,バス,イオンモール,,,,,,,,イオン行きのバスをお探し。ご案内した。また安宅にも行きたいとのこと。バスをご案内した。
2026/08/14,窓口,1.日本,10時台,観光,個人,男性,60代以上,その他,,,,,,,,,,スタンプ,駅スタンプをお探し。ご案内した。
2026/08/14,窓口,1.日本,10時台,観光,個人,男性,40代から50代,Komatsu九館内,ギャラリーエリア,,,,,,,,,,御周印をお探し。ギャラリーをご案内した。
2026/08/14,窓口,1.日本,11時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/14,電話,1.日本,10時台,観光,個人,男性,60代以上,観光案内,,,,,パンフレットをお探し,お渡しなし,,,,,パンフレット送付の連絡。那谷寺を中心に市内の観光パンフレットをお送りした。
2026/08/14,窓口,1.日本,13時台,市民利用,2〜5人,女性,60代以上,交通,,バス,イオンモール,,,,,,,,バス時間のご案内をしました（南）
2026/08/14,窓口,1.日本,15時台,観光,個人,女性,20代から30代,その他,,,,,,,,,,その他,授乳室のお問い合わせ
2026/08/14,電話,1.日本,16時台,観光,個人,女性,20代から30代,その他,,,,,,,,,,その他,みるくとしおがあるか問い合わせ
2026/08/15,窓口,1.日本,08時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/15,窓口,1.日本,10時台,観光,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,琥珀糖　割れ氷(村上)のお問い合わせ
2026/08/15,窓口,1.日本,11時台,観光,個人,女性,40代から50代,観光案内,,,,,その他,お渡しなし,,,,,能登のパンフレットのお
2026/08/15,電話,1.日本,09時台,観光,個人,女性,20代から30代,周辺店舗、飲食店,,,,ランチ,,,,,,,和食のお店のお問い合わせ　つかさを案内しました
2026/08/15,窓口,1.日本,10時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/15,窓口,1.日本,13時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,その他,,,,,,,和食のお問い合わせ　つかさを案内しました
2026/08/15,窓口,1.日本,13時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,
2026/08/15,窓口,1.日本,14時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,その他,,,,,,,近くの花屋とスーパー他をご案内しました（南）
2026/08/15,窓口,1.日本,14時台,観光,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,粟津温泉
2026/08/15,窓口,1.日本,14時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,その他,温泉のお問い合わせ　キャンバスを案内し山代温泉総湯　片山津総湯を案内しました
2026/08/15,窓口,1.日本,16時台,観光,個人,女性,20代から30代,Komatsu九館内,その他,,,,,,,,,,携帯電話チャージスポットのお問い合わせ
2026/08/16,窓口,1.日本,08時台,観光,個人,女性,60代以上,Komatsu九館内,その他,,,,,,,,,,駅の改札口のお問い合わせ
2026/08/16,窓口,2.アジア,10時台,観光,2〜5人,男女,40代から50代,観光案内,,,,,その他,お渡しなし,,,,,石川動物園のお問い合わせ
2026/08/16,窓口,1.日本,14時台,市民利用,個人,男性,40代から50代,交通,,バス,イオンモール,,,,,,,,イオンモール行きのバスをご案内しました（南）
2026/08/16,窓口,1.日本,14時台,ビジネス,2〜5人,男性,40代から50代,周辺店舗、飲食店,,,,その他,,,,,,,日なた　ルーチェ　勝っちゃん　松村を案内しました
2026/08/16,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/16,窓口,1.日本,17時台,観光,2〜5人,男女,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/17,窓口,1.日本,12時台,市民利用,個人,男性,60代以上,その他,,,,,,,,,,その他,自生園
2026/08/17,窓口,1.日本,14時台,観光,個人,女性,40代から50代,物産,,,,,,,駅弁,,,,
2026/08/17,窓口,1.日本,13時台,観光,個人,女性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,
2026/08/17,窓口,1.日本,14時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/18,窓口,1.日本,09時台,観光,家族連れ,女性,40代から50代,Komatsu九館内,休憩所,,,,,,,,,,持ち込みを食べられる場所。820をご案内した。
2026/08/18,窓口,1.日本,10時台,観光,個人,女性,20代から30代,Komatsu九館内,休憩所,,,,,,,,,,休憩所をおさがしw。ご案内した。
2026/08/18,窓口,1.日本,11時台,観光,個人,男性,60代以上,物産,,,,,,,駅弁,,,,カブーレと当店のお弁当をご案内した。
2026/08/18,窓口,1.日本,12時台,ビジネス,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,空港線をお探し。ご案内した。
2026/08/18,窓口,1.日本,10時台,観光,個人,女性,40代から50代,交通,,バス,イオンモール,,,,,,,,イオン行きのバスをお探し。ご案内した。
2026/08/18,電話,1.日本,11時台,ビジネス,個人,女性,20代から30代,周辺店舗、飲食店,,,,ディナー,,,,,,,"旅行会社から。夜にテイクアウトできるお店をお探し。予算5,000円。梶助さんをご案内した。"
2026/08/18,窓口,1.日本,12時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/19,窓口,1.日本,09時台,市民利用,個人,女性,60代以上,交通,,バス,その他,,,,,,,,商工会議所までのアクセス。オレンジこまちのバスとタクシーをご案内（田中）
2026/08/19,窓口,1.日本,10時台,観光,個人,男女,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/19,窓口,1.日本,10時台,観光,2〜5人,男女,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/08/19,窓口,1.日本,10時台,観光,2〜5人,男女,40代から50代,イベント,,,,,,,,,航空祭,,
2026/08/20,窓口,1.日本,09時台,観光,個人,女性,40代から50代,交通,,バス,鳥越城址,,,,,,,,一向一揆歴史館までのアクセス。ご案内した。
2026/08/20,電話,1.日本,09時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,その他,スポーツ団体のコンベンションについての問い合わせ。事務局をご案内した。
2026/08/20,窓口,1.日本,08時台,市民利用,個人,女性,60代以上,交通,,バス,その他,,,,,,,,八幡行きのバスをお探し。循環線をご案内した。
2026/08/20,窓口,1.日本,09時台,観光,個人,男性,60代以上,観光案内,,,,,小松城址,個別のパンフレット,,,,,小松城址のパンフレットをお探し。トシツネをお渡しした。
2026/08/20,窓口,台湾,10時台,観光,個人,女性,20代から30代,交通,,バス,小松空港,,,,,,,,空港行きのバスをお探し。ご案内した。
2026/08/20,窓口,1.日本,09時台,観光,個人,女性,60代以上,観光案内,,,,,小松駅周辺で2～3時間観光したい,見て歩きマップ,,,,,駅周辺で観光したい。みよっさなどをご案内した。ー
2026/08/20,窓口,1.日本,12時台,観光,個人,女性,60代以上,イベント,,,,,,,,,航空祭,,航空祭のアクセスの問い合わせ。シャトルバスや駐車場の案内しました。
2026/08/20,窓口,1.日本,12時台,観光,個人,男性,20代から30代,交通,,バス,小松空港,,,,,,,,
2026/08/21,窓口,1.日本,08時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/21,窓口,1.日本,08時台,市民利用,個人,女性,学生,その他,,,,,,,,,,落とし物,トイレで忘れ物をした。ナインの事務所をご案内した。
2026/08/21,窓口,1.日本,10時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/21,窓口,1.日本,11時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,空港行きのバスをお探し。ご案内した。
2026/08/21,窓口,1.日本,13時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/08/21,電話,1.日本,14時台,ビジネス,個人,男性,40代から50代,その他,,,,,,,,,,その他,バス会社よりゴルフ(片山津)帰り(小松空港)にピザを食べれる所のお問い合わせ
2026/08/22,窓口,1.日本,08時台,観光,個人,男性,40代から50代,交通,,バス,その他,,,,,,,,松井秀喜ミュージアムまでのアクセス。安宅線をご案内した。
2026/08/22,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,その他,,,,,,,,,,落とし物,トイレで忘れ物をしたとのこと。ナイン事務所をご案内した。
2026/08/22,窓口,1.日本,10時台,観光,個人,男性,20代から30代,Komatsu九館内,Komatsu九内の飲食店,,,,,,,,,,スマートボールができる所。カブーレをご案内した。
